scenario_id,S,K,T,sigma,r,moneyness,num_paths,mc_runtime_ms,mc_price
275,71.817226,57.415033,1.739162,0.153808,0.059532,1.250844,20000,0.328265,20.370625
276,112.551577,106.013992,0.340779,0.577036,0.01488,1.061667,20000,0.328265,18.122666
277,161.083995,154.735158,1.401145,0.210758,0.071671,1.04103,20000,0.328265,27.841332
278,106.901211,101.174062,1.932477,0.128066,0.005076,1.056607,20000,0.328265,11.349488
279,113.276941,136.062284,1.171649,0.563217,0.036194,0.832537,20000,0.328265,21.147511
280,131.450447,147.414975,1.269732,0.554793,0.056394,0.891703,20000,0.328265,29.955177
281,86.281502,68.445119,1.723755,0.256068,0.001859,1.260594,20000,0.328265,21.713535
282,180.349148,170.407594,0.904646,0.129408,0.014529,1.05834,20000,0.328265,16.141731
283,241.732527,190.240469,0.222812,0.311904,0.010749,1.270668,20000,0.328265,52.521614
284,159.696158,194.522975,0.758161,0.414146,0.018897,0.820963,20000,0.328265,12.594747
285,59.820143,77.578149,0.612204,0.269196,0.008562,0.771095,20000,0.328265,0.794983
286,84.094739,88.162374,1.740915,0.133387,0.076083,0.953862,20000,0.328265,9.608403
287,89.893566,118.768076,1.871796,0.486905,0.06905,0.756883,20000,0.328265,19.511604
288,55.630407,50.503048,1.937563,0.240214,0.021528,1.101526,20000,0.328265,11.142869
289,95.930101,132.688455,1.939395,0.454827,0.068754,0.722972,20000,0.328265,17.794879
290,75.277282,88.411137,1.054115,0.219602,0.039926,0.851446,20000,0.328265,3.44627
291,137.387458,125.733061,0.541696,0.419624,0.062528,1.092692,20000,0.328265,24.681795
292,196.306777,196.043071,1.930723,0.514188,0.055858,1.001345,20000,0.328265,61.134456
293,170.514834,168.213891,0.460357,0.229156,0.072287,1.013679,20000,0.328265,14.676337
294,140.121119,126.453833,0.933832,0.296472,0.030888,1.108081,20000,0.328265,25.468302
295,195.408317,174.712195,0.857315,0.342771,0.051692,1.118458,20000,0.328265,39.484958
296,61.743772,59.306406,1.317167,0.436512,0.066582,1.041098,20000,0.328265,15.492939
297,143.039274,122.966788,1.176364,0.5711,0.038233,1.163235,20000,0.328265,45.211758
298,93.634974,79.743624,1.950704,0.104906,0.004837,1.1742,20000,0.328265,15.43658
299,93.92396,100.81787,1.71387,0.226209,0.022514,0.93162,20000,0.328265,10.033721
300,96.593158,112.022317,0.268732,0.500532,0.078513,0.862267,20000,0.328265,5.527106
301,64.012996,72.83366,0.440108,0.368514,0.056801,0.878893,20000,0.330669,3.641221
302,229.577552,186.132528,0.113568,0.114788,0.000533,1.233409,20000,0.330669,43.514719
303,168.074961,141.80457,1.045763,0.549745,0.07702,1.185258,20000,0.330669,55.155457
304,103.786975,137.936423,1.612422,0.196924,0.07181,0.752426,20000,0.330669,4.203237
305,144.612651,133.181973,1.425656,0.327056,0.054295,1.085828,20000,0.330669,32.943228
306,55.941165,54.18798,1.592345,0.574836,0.07533,1.032354,20000,0.330669,19.305207
